88,26,0,229,509,0
92,129,0,10,99,1
487,344,1,220,470,0
28,365,1,500,347,0
207,365,1,477,83,0
302,452,1,415,411,0
187,71,0,144,103,0
315,136,1,234,450,1
477,54,1,316,442,1
443,159,0,319,98,1
255,23,0,441,409,1
14,247,1,47,366,0
304,412,1,47,341,1
488,420,1,441,336,1
95,127,0,469,212,1
190,132,1,19,87,1
112,93,0,9,87,1
49,223,1,147,126,0
483,74,1,508,282,1
17,348,1,413,244,0
486,333,0,287,26,0
238,98,0,134,386,0
326,411,1,163,282,0
307,264,1,296,433,1
291,128,0,128,422,1
300,171,1,227,148,1
29,362,1,496,222,0
113,81,0,20,17,0
136,261,0,361,50,0
132,239,0,200,52,0
202,466,1,467,361,0
505,330,0,307,273,1
110,182,1,296,163,0
407,367,1,378,180,0
488,290,1,197,47,0
283,206,0,94,436,0
301,95,1,40,380,0
128,433,1,109,444,0
48,295,1,206,487,0
394,318,0,109,368,1
95,157,1,56,412,1
42,203,1,485,99,1
187,127,0,425,275,0
463,196,1,77,40,1
163,24,1,484,234,0
454,29,0,20,145,0
188,121,0,282,261,1
89,382,0,401,474,0
242,274,0,460,128,0
399,286,1,190,150,1
246,503,0,301,397,1
244,107,0,499,59,1
183,456,1,185,471,0
16,404,0,421,102,1
13,61,1,443,14,1
252,287,0,279,225,1
373,143,0,348,184,0
50,101,0,284,494,1
323,388,1,347,172,0
424,494,0,123,168,1
487,443,0,234,240,1
360,358,0,298,102,1
242,482,0,168,231,1
404,246,1,120,255,1
506,50,1,138,343,0
42,146,0,189,499,1
180,237,0,154,304,1
168,218,1,449,235,1
484,505,1,88,226,0
309,36,0,488,126,1
337,222,0,142,466,1
135,414,1,290,344,1
473,74,1,375,102,0
27,358,1,389,478,1
357,418,0,27,32,1
222,363,0,178,55,0
283,194,0,178,143,1
452,315,1,171,340,0
413,372,1,167,224,0
133,39,1,477,307,0
355,330,0,146,486,0
259,263,1,5,70,1
383,215,0,503,254,0
397,298,0,121,11,0
169,67,1,225,256,0
298,8,0,79,423,1
423,348,1,259,203,0
117,328,0,290,41,0
204,461,0,333,248,1
342,30,0,353,184,1
296,222,0,44,73,0
291,271,0,199,65,0
500,365,0,103,242,0
2,143,0,222,509,0
245,232,0,437,249,0
311,404,0,497,222,1
352,321,0,312,196,1
389,345,0,32,421,1
75,458,0,405,504,0
440,225,1,209,55,1
61,430,0,417,352,0
90,317,1,220,169,0
180,85,1,363,125,0
45,9,1,356,27,1
449,429,1,151,258,1
159,474,1,75,344,1
222,224,1,74,58,0
495,508,1,367,337,1
221,151,1,182,41,0
249,116,1,77,445,1
318,437,0,94,121,0
280,393,0,259,422,0
168,355,0,281,154,0
277,21,0,208,368,0
447,135,1,47,378,1
263,369,0,123,144,0
281,511,0,127,132,0
197,271,1,104,491,0
467,7,1,187,407,1
406,289,0,241,373,0
82,202,0,342,173,1
154,348,1,509,101,0
130,230,0,151,482,0
472,77,1,108,5,0
37,373,1,407,504,1
326,133,0,488,354,0
440,461,0,129,249,0
225,333,1,140,36,0
427,455,0,481,360,0
194,211,1,330,497,0
127,391,0,72,483,0
278,471,0,413,81,0
157,56,0,112,195,0
87,229,0,120,391,1
442,380,0,218,469,0
475,30,0,222,415,0
199,462,1,383,270,0
456,128,0,62,133,1
233,305,1,346,292,0
74,126,0,235,274,0
76,467,1,493,17,0
10,321,1,437,469,0
482,280,1,284,457,1
13,171,1,67,110,1
152,69,1,360,121,0
294,408,1,168,151,0
125,148,0,224,329,0
180,169,0,408,317,1
171,344,1,237,24,1
191,107,0,369,353,0
27,48,0,467,2,0
438,97,1,148,451,1
492,221,0,17,479,0
39,2,1,474,56,1
326,68,0,20,185,1
142,43,1,180,425,1
378,136,1,359,166,1
434,65,1,250,476,0
110,482,1,41,289,0
415,69,0,344,255,0
503,266,1,215,244,0
348,508,1,43,429,1
5,143,1,15,347,0
247,215,1,132,494,0
115,386,0,103,102,1
11,307,0,148,328,1
197,139,0,375,37,1
362,407,1,192,407,0
93,110,1,145,97,0
72,102,1,190,314,0
392,479,1,260,8,1
313,235,1,298,249,1
367,437,1,202,295,0
294,59,1,418,160,0
206,358,1,345,15,1
441,454,0,11,479,0
97,267,0,499,256,1
434,434,1,425,245,1
253,112,1,207,263,1
407,474,1,264,71,1
348,337,1,295,193,0
465,423,1,366,446,0
299,395,1,460,52,1
164,260,1,403,302,1
51,303,1,53,490,1
35,475,1,215,449,0
416,166,0,95,98,1
210,187,1,147,453,0
214,449,1,211,475,1
376,21,1,432,501,1
45,95,1,44,358,1
463,507,1,318,453,1
412,373,1,426,16,0
388,208,0,16,18,0
456,325,1,474,337,0
358,447,0,229,186,0
167,300,1,315,386,1
259,127,1,499,471,0
413,209,1,462,100,0
78,263,0,75,261,0
252,47,0,130,172,1
43,227,0,431,1,1
477,14,0,247,236,1
94,40,1,348,180,0
22,39,1,55,367,1
507,443,0,188,257,1
263,0,1,80,182,1
394,324,1,328,315,1
38,262,0,301,35,1
286,8,0,63,117,1
268,5,0,135,246,1
366,449,0,60,355,1
37,457,1,322,272,0
25,253,0,253,160,1
32,476,1,356,174,1
250,365,0,115,49,0
435,134,1,127,116,0
4,28,1,508,272,1
43,507,1,208,49,1
222,17,0,453,102,0
236,166,0,78,410,0
258,116,0,61,168,0
172,290,1,213,305,1
268,470,0,122,255,0
479,13,0,303,313,1
277,303,1,46,461,1
380,426,0,342,81,0
286,148,1,444,511,1
448,192,1,72,354,1
366,191,0,449,270,0
6,39,1,439,475,0
184,250,1,447,245,1
411,227,0,284,344,1
360,220,1,473,462,1
236,161,0,89,115,1
508,295,0,134,459,1
409,422,1,121,262,0
91,179,0,44,406,1
323,335,1,108,246,0
20,148,0,290,254,1
415,435,1,267,110,1
9,78,1,225,461,1
55,80,0,117,212,0
11,144,1,394,378,0
365,425,1,384,326,1
369,334,1,224,53,1
329,482,0,26,103,0
125,365,1,246,257,1
338,243,1,44,397,1
240,313,1,10,244,1
164,410,1,343,21,0
207,486,1,375,162,0
215,312,0,185,296,0
288,446,0,119,61,1
252,424,1,217,340,1
360,124,1,389,444,1
330,152,1,454,111,1
375,366,0,252,102,0
7,10,0,508,334,0
22,75,0,349,17,1
222,291,1,162,381,0
103,386,0,418,135,1
264,54,0,294,446,0
158,289,0,161,502,0
89,213,0,209,145,1
508,96,1,448,505,0
259,34,1,505,463,0
461,230,0,339,168,0
74,23,1,298,480,1
400,420,0,464,251,1
220,44,1,382,106,1
120,465,1,364,493,1
502,152,1,3,231,1
61,250,1,40,91,0
9,37,1,179,173,1
405,451,0,406,178,1
212,278,1,318,192,1
24,302,0,496,82,0
93,302,1,205,388,1
281,296,0,261,236,1
292,490,0,355,70,1
92,410,1,304,58,0
416,118,0,285,214,1
408,206,0,69,253,1
154,364,0,478,510,0
201,246,0,378,169,0
441,184,1,20,280,1
298,511,0,378,127,1
241,465,0,214,321,0
59,510,0,464,385,0
288,179,0,336,215,1
462,478,0,149,224,1
473,337,1,241,371,1
52,209,1,182,105,1
369,106,1,83,385,1
448,230,1,449,353,0
261,227,1,313,450,1
247,112,1,398,354,1
17,214,1,130,450,0
104,396,1,487,357,1
182,181,1,187,194,0
235,490,0,176,448,0
56,183,0,210,147,0
190,75,0,286,98,0
348,279,1,506,219,1
271,352,1,368,272,1
341,275,0,3,338,1
148,200,1,52,135,1
100,193,0,434,310,1
468,196,0,478,166,0
16,391,0,459,187,1
0,50,1,149,329,0
62,10,0,504,495,1
85,196,0,332,421,1
29,378,1,364,282,1
383,185,0,380,485,1
416,299,1,447,180,1
240,295,0,182,282,0
466,133,0,170,152,1
120,372,1,13,324,0
400,359,1,459,388,0
464,416,0,292,202,1
344,173,0,290,387,1
373,350,1,359,458,1
25,311,0,264,239,0
331,15,0,37,480,1
332,378,0,350,456,0
462,270,0,74,69,1
273,203,1,167,505,0
192,458,1,368,64,1
143,225,0,475,231,1
489,422,0,285,431,0
335,230,0,346,229,0
262,238,1,281,449,1
102,450,0,163,169,0
72,411,1,190,85,0
22,132,0,113,190,1
344,28,0,485,54,1
270,218,1,75,51,0
346,161,1,510,80,1
487,422,1,241,196,1
202,194,1,117,309,1
278,213,0,345,247,1
328,129,0,131,434,1
444,143,0,176,136,1
23,481,0,380,236,0
402,486,0,424,65,1
59,142,0,431,206,1
59,339,0,318,329,0
17,180,0,79,225,0
364,420,1,253,268,1
277,214,1,171,484,1
55,230,0,463,31,1
81,376,0,223,276,1
83,475,0,447,437,1
342,258,0,289,212,1
404,136,1,254,253,0
293,255,0,371,445,0
14,321,0,5,371,1
39,408,0,223,130,0
105,210,1,72,425,0
70,194,1,213,493,0
313,238,1,242,121,1
99,374,1,456,32,1
164,327,0,327,193,1
439,64,0,64,497,0
211,509,1,246,36,0
377,246,1,402,356,0
485,328,0,188,473,0
458,1,1,239,370,0
502,151,0,211,413,1
333,261,0,451,138,0
255,247,1,115,275,1
67,458,1,374,13,0
268,122,1,382,330,1
362,50,0,121,252,1
281,398,0,217,359,1
209,18,1,185,129,0
140,33,0,0,452,1
356,338,0,500,150,0
134,473,1,144,258,1
